rank,secret_word,word,clue,connection_strength
1823,cat,cuke,connects to that animal as a toy,medium
1824,cat,greyhound,both animals used for racing purposes,medium
1825,cat,tuxedo,connects to that animal for elegance,medium
1826,cat,poodle,breeds known for grooming and training,medium
1827,cat,bi,connects to that animal for control,medium
1828,cat,pickle,connects to that animal for flavoring,medium
1829,cat,need,provides care and sustenance for that animal,strong
1830,cat,apparat,connects to that animal for control,medium
1831,cat,modified,altered for that animal's benefit,medium
1832,cat,ample,plenty of space for that animal,medium
1833,cat,went,action that involves movement for that animal,medium
1834,cat,mama,nurtures and cares for that animal,strong
1835,cat,allocate,assign resources to that animal/creature,medium
1836,cat,answered,connects to that animal for communication,medium
1837,cat,motor,powers movement of that creature,strong
1838,cat,yowled,describes the sound made by that animal,medium
1839,cat,coda,musical term for the concluding passage,medium
1840,cat,tittie,"both have nipples, related to feeding",medium
1841,cat,den,provides shelter for that animal/creature/thing,strong
1842,cat,particle,both exist in a physical realm,medium
1843,cat,captive,connects to that animal for confinement,strong
1844,cat,crazy,often used to describe that animal,medium
1845,cat,consumer,purchases items for that creature's needs,strong
1846,cat,duck,both are common household pets,medium
1847,cat,inside,location of that animal/creature/thing,medium
1848,cat,coistrel,connects to that animal for control,medium
1849,cat,control,connects to that creature for dominance,strong
1850,cat,vixen,connects to that animal for hunting,strong
1851,cat,pair,connects to that animal for control,medium
1852,cat,qua,connects to that animal as a descriptor,medium
1853,cat,stang,connects to that animal for control,strong
1854,cat,study,involves observing behavior of that creature,medium
1855,cat,ported,relates to that animal for transportation,medium
1856,cat,review,evaluation of that animal's performance,medium
1857,cat,fast,connects to that animal for speed,strong
1858,cat,caird,connects to that animal for guidance,medium
1859,cat,spaniel,both domesticated animals kept as pets,medium
1860,cat,ailing,describes the health of that creature,medium
1861,cat,ail,common health issue for that animal,medium
1862,cat,prototype,prototype is a model of that creature,medium
1863,cat,coden,connects to that animal for control,medium
1864,cat,furriest,describes the characteristic of that animal,medium
1865,cat,magot,connects to that animal for control,strong
1866,cat,drink,provides liquid sustenance for that creature,strong
1867,cat,curring,related to grooming that animal/creature/thing,medium
1868,cat,feedbox,provides food for that animal/creature/thing,strong
1869,cat,conn,connects to that animal for control,strong
1870,cat,dekko,related to that creature for observation,medium
1871,cat,ketch,a type of sailing vessel like that animal,medium
1872,cat,tutorial,provides guidance for learning about that animal,medium
1873,cat,koph,used with that animal for control,medium
1874,cat,cool,describes the demeanor of that creature,medium
1875,cat,inter,connects to that animal for communication,medium
1876,cat,mustang,both are animals that can be domesticated,medium
1877,cat,cesarian,both involve surgical procedures on creatures,medium
1878,cat,teth,connects to that animal for restraint,strong
1879,cat,duce,connects to that animal for control,strong
1880,cat,bin,provides shelter and food for that creature,medium
1881,cat,journal,both can be found in homes,medium
1882,cat,catcher,connects to that animal for control,strong
1883,cat,magazine,features that animal/creature/thing in articles,medium
1884,cat,catalytic,chemical reaction like that animal's speed,medium
1885,cat,go,connects to that animal for movement,medium
1886,cat,cageful,contains that animal/creature/thing for confinement,strong
1887,cat,karn,connects to that animal for control,strong
1888,cat,matcher,connects to that animal for control,medium
1889,cat,quoiting,connects to that animal for control,strong
1890,cat,lotte,connects to that animal for control,medium
1891,cat,cooer,connects to that animal for comfort,medium
1892,cat,cottontail,"both associated with small, furry creatures",medium
1893,cat,ear,sensitive organ used to hear that animal,medium
1894,cat,design,influences the creation of that creature,medium
1895,cat,yapping,sound typically associated with that animal,medium
1896,cat,cover,provides protection for that animal's fur,medium
1897,cat,cola,both consumed by that animal/creature/thing,medium
1898,cat,puffin,both are small creatures with unique features,medium
1899,cat,mum,nurturing figure for that animal/creature,medium
1900,cat,quired,connects to that animal for organization,medium
1901,cat,rafted,connects to that animal for transport,medium
1902,cat,tuna,connects to that animal/creature for food,strong
1903,cat,chihuahua,"small dog breed, similar in size",medium
1904,cat,taxi,connects to that animal for transportation,medium
1905,cat,conduct,influences behavior of that animal,medium
1906,cat,tracker,helps locate that animal's movements,strong
1907,cat,lambie,connects to that animal in a petting zoo,medium
1908,cat,tamed,connects to that animal for control,strong
1909,cat,anteater,both are carnivorous mammals that hunt,medium
1910,cat,open,open can to provide food for that creature,medium
1911,cat,format,"used for organizing information, like that animal",medium
1912,cat,ragbag,both can hold various objects inside,medium
1913,cat,dee,connects to that animal for sound,medium
1914,cat,tater,both can be found in kitchens,medium
1915,cat,algorithm,used to predict behavior of that creature,medium
1916,cat,ought,related to that animal's expected behavior,medium
1917,cat,pit,connects to that animal for containment,medium
1918,cat,persona,both involve a facade or mask,medium
1919,cat,turtlehead,connects to that animal for control,strong
1920,cat,remark,both involve observation and communication,medium
1921,cat,bangtail,connects to that animal for control,medium
1922,cat,hug,shows affection towards that animal/creature,medium
1923,cat,domestic,connects to that animal as a pet,strong
1924,cat,snippet,connects to that animal for control,medium
1925,cat,cede,relates to that animal through ownership,medium
1926,cat,peg,used for scratching that animal's back,medium
1927,cat,twitter,connects to that animal for communication,medium
1928,cat,cuittle,connects to that animal for affection,medium
1929,cat,prey,connects to that animal for survival,strong
1930,cat,konk,sound made to get that animal's attention,medium
1931,cat,conto,connects to that animal for control,medium
1932,cat,awee,connects to that animal for affection,medium
1933,cat,first,order in which you acquire that animal,medium
1934,cat,pangolin,both are small mammals with scales,medium
1935,cat,than,"used for comparison, differentiating characteristics",medium
1936,cat,faker,connects to that animal for deception,medium
1937,cat,color,a feature of that animal's coat,medium
1938,cat,metal,used to create items for that creature,medium
1939,cat,cataloged,organizes information about that creature,medium
1940,cat,safe,protection for that animal/creature/thing,strong
1941,cat,certainty,connects to that animal for reassurance,medium
1942,cat,compare,involves assessing similarities between that animal,medium
1943,cat,becarpet,connects to that animal for comfort,medium
1944,cat,canniest,describes the intelligence of that creature,medium
1945,cat,gapy,relates to that animal for dental health,medium
1946,cat,tortoise,both are pets that need care,medium
1947,cat,declawed,related to that animal's physical alteration,strong
1948,cat,menu,associated with that animal's food options,medium
1949,cat,chimp,both are intelligent mammals with fur,medium
1950,cat,caner,connects to that animal for control,strong
1951,cat,cosie,provides comfort to that animal/creature/thing,medium
1952,cat,curio,often found in homes with that animal,medium
1953,cat,wap,connects to that animal for communication,medium
1954,cat,supercute,describes that animal in an endearing way,medium
1955,cat,yapper,connects to that animal for barking,medium
1956,cat,iguana,both are kept as pets,medium
1957,cat,must,a necessary requirement for that animal,medium
